Politik,Podstatná jména,Slovesa,Přídavná jména,Příslovce,Zájmena,Členy,Předložky,Spojky,Podřadicí spojky,Číslovky,Částice,Citoslovce
petr-fiala_texty_2020,21.919879062736207,12.556969982712557,8.595825568951453,6.173338422277602,3.8975326104038976,5.298489032576727,8.363829580236935,0.0,2.4389513781310104,1.543895886187258,0.7902831099436474,0.045650823585759934
petr-fiala_texty_2021,21.76020826500492,12.065431288947195,9.037799278451951,6.236675959330928,4.130452607412266,5.506928501147917,8.892259757297474,0.0,2.2251147917349954,1.2473351918661855,0.6426287307313874,0.06252049852410627
petr-fiala_texty_2022,22.2321957181872,11.08840549263765,10.872596016118868,4.835660128721759,3.691678921334581,4.994175053952369,10.06092320620309,0.0,2.1943813143370066,2.0988903955233855,0.29602184832222456,0.015278547010179333
petr-gazdik_texty,19.529697504967984,11.293883859571649,6.568778979907264,7.076617354824465,4.603665268271142,4.990064031795098,7.385736365643631,0.0,2.3625524398321924,1.4683153013910355,0.9935968204901745,0.49679841024508725
petr-hladik_texty,22.2196354928828,10.82213649062126,9.614872954636159,6.358919781827857,4.642809631501929,4.819076759345483,9.731275774910204,0.0,1.8657709192497005,2.1883730211520556,0.6319010243448184,0.12305441000399096
petr-hlubucek_texty,24.286214748642497,10.133123138903485,9.774040987913821,5.570152390961639,3.4506918899982484,4.063758977053775,10.036784025223332,0.0,1.655281135049921,2.4697845507094063,0.7094062007356805,0.1138553161674549
radek-koten_texty,26.224426534407936,8.667079975201487,11.072535647861129,4.91010539367638,2.8642281463112216,4.4141351518908865,9.473031618102915,0.0,1.6615003099814012,2.194668319900806,0.6447613143211408,0.12399256044637322
radek-rozvoral_texty,29.62538226299694,8.620030581039757,14.04816513761468,3.0389908256880735,2.3891437308868504,3.5932721712538225,10.416666666666668,0.0,0.4969418960244648,1.8730886850152906,0.191131498470948,0.2675840978593272
radek-vondracek_texty,25.58425262717624,8.890573534793747,11.622314006378417,5.066136874575208,3.8976316202227217,3.8976316202227217,10.874679772049982,0.0,1.1841898886390967,2.1148115229779894,0.2901657343022952,0.0313692685732211
radim-fiala_texty,23.893264265983404,10.125555104740414,10.968147131240933,4.670383112588302,3.233641431517166,4.4936388748395135,8.827207496623519,0.0,2.5005419045025317,2.2709967152250154,0.6880797683427727,0.036126966835444446
renata-chmelova_texty,24.149350649350648,9.59090909090909,9.98051948051948,5.253246753246754,4.233766233766234,4.246753246753246,10.792207792207792,0.0,1.6883116883116882,3.038961038961039,0.4610389610389611,0.16233766233766234
sarka-jelinkova_texty,23.42786683107275,10.323331963282643,9.898616248801204,5.959720509658857,4.432113988217564,4.7609261542677075,9.638306617344842,0.0,1.8838197013289493,1.9454719824633513,0.6439238251815317,0.10960405535004795
stanislav-blaha_texty,21.104590151191264,11.706634536903882,7.442963193283843,7.303043258579812,5.3985774806638425,5.44521745889852,9.339655641494033,0.0,2.2814722686462745,1.8772591239457421,0.967779548369544,0.17878658323292781
stanislav-polcak_texty,22.8675799086758,10.776255707762557,8.12785388127854,5.808219178082192,4.100456621004566,4.9132420091324205,9.123287671232877,0.0,2.200913242009132,0.8949771689497716,1.2328767123287672,0.3744292237442922
