Politik,Podstatná jména,Slovesa,Přídavná jména,Příslovce,Zájmena,Členy,Předložky,Spojky,Podřadicí spojky,Číslovky,Částice,Citoslovce
tomas-czernin_texty,22.30860934017519,11.112838853470171,9.070647385061939,5.4994039288861245,4.94998185870523,5.597885243352511,8.884051210283522,0.0,2.4672160887368477,1.4409371274555538,0.6168040221842119,0.12958067692945627
tomas-golan_texty,23.30841520717642,9.805638615976079,9.27808628791115,6.245194361384024,3.9256727894062364,5.88210166595472,8.949167022639898,0.0,2.5480563861597605,2.392140111063648,0.7582229816317813,0.11106364801366937
tomas-macura_texty,22.93031176316479,9.569033272203301,9.601781503798795,6.778883940267226,3.517160073356039,4.368614094838879,9.372543882630339,0.0,1.7029080429656798,2.574011003405816,0.962798008907519,0.2947340843594446
tomas-martinek_texty,21.569450272765422,11.073227024758706,9.085186739404111,6.415232899706252,3.802979437683592,4.862568191355434,8.98027696181284,0.0,2.690935795216114,2.1191775073436845,1.0963071758287872,0.15736466638690724
tomas-prouza_texty,20.538585209003216,10.733057135790256,8.471432104872619,6.8776279990106355,4.379483057135791,5.204983922829582,9.020220133564184,0.0,2.521333168439278,1.536606480336384,0.9259831808063319,0.2798046005441504
tomas-zdechovsky_texty,20.871233215766352,11.02035765113545,6.812697234082049,6.2496132665057855,5.135820803168121,5.692717034836954,9.0835963121094,0.0,2.4750943629725883,1.3860528432646495,0.9714745374667408,0.6063981189282841
tomio-okamura_texty_2016,21.978145558825183,11.306533840646262,9.326092253481528,6.527749142503701,4.605411129645943,6.717991490637827,8.77363972035312,0.0,2.5659288137499296,1.5188930331940096,0.7766667291436282,0.02038310872865631
tomio-okamura_texty_2017,23.73185677441217,11.03442271127092,9.466951561588132,5.911961821570436,4.384024548654907,6.560976298499595,8.80075867392082,0.0,2.538639658126094,1.5467629285189857,0.6934900882923247,0.015531165872851522
tomio-okamura_texty_2018,22.584242481458098,10.260442173458973,9.585145237519251,5.84136274862669,4.1544479912202545,5.471114756226362,8.61955027407202,0.0,2.4999852490839682,1.4010420047084924,0.6732318076952579,0.02183135572719066
tomio-okamura_texty_2019,24.55667258032722,9.63217031342401,10.951153163808398,4.901557263946383,3.0826729745712598,4.516459688547211,8.750482948945397,0.0,2.3774492410802286,2.1637689729942835,0.8652868125369605,0.03185491819436231
tomio-okamura_texty_2020,24.13735149043586,10.339529431920083,10.286615190941255,5.433143181815717,3.358536270652005,4.985974473215961,9.06861177103314,0.0,2.486427171896466,2.040993356443556,0.8002194639830762,0.04434820606627075
tomio-okamura_texty_2021,25.150109200440777,9.825389709763115,10.422734891362676,5.131868641475852,2.9765677274604325,4.672321387165802,9.17173287518467,0.0,2.375247605650598,2.0872852704173908,0.7934422319730942,0.029149561542011804
tomio-okamura_texty_2022,23.85193076698002,9.765246944609082,10.01808101193647,6.056263707682804,3.2968462013619524,5.3930431868596305,8.811679883561284,0.0,2.5400945814483316,2.1659701850865414,0.7830103509416881,0.07677552786301445
vaclav-klaus_texty,21.299765064448536,9.619658391008953,8.187821448980888,6.905200330179693,3.714521556924249,4.397104578068449,8.432281414692996,0.0,1.87948441170868,2.0604482824306305,0.9333925963553242,0.20953711346752174
vaclav-laska_texty,20.033060453400502,11.390113350125946,7.278547439126784,6.70654911838791,5.685873215785055,6.118807724601175,8.614084802686818,0.0,2.7943954659949624,1.24107892527288,0.9708228379513014,0.46442065491183876
vera-kovarova_texty,20.111786624828397,11.404196901353208,7.805452049421454,6.9229260639341055,5.39321435575603,6.089429299862719,8.619337124926457,0.0,2.5593253579133166,1.1472837811335557,1.3434006667974112,0.25495195136301235
veronika-vrecionova_texty,23.643637782982047,11.085089773614364,10.206869633099142,5.513270882123341,3.678766588602654,5.191256830601093,9.34328649492584,0.0,2.0491803278688523,1.3270882123341141,0.8099141295862607,0.043911007025761124
veslav-michalik_texty,23.487238313736736,9.423573272153714,12.43475767135073,5.557786062517923,3.4872383137367367,4.525379982793232,9.79065098938916,0.0,1.755090335531976,1.8927444794952681,0.6825351304846573,0.051620303986234586
vit-rakusan_texty,21.330146574640878,11.33087822842231,8.304270419237616,5.782503719240055,4.919152257151916,6.109309074945736,8.848133063434382,0.0,2.3778747896495376,1.3462429578323538,0.8804233836548545,0.15364729410043165
vladimir-kremlik_texty,27.584673677698735,9.022193009588618,11.27822455923291,4.983761212496134,2.7180637179090628,3.294154036498608,10.417955459325704,0.0,1.320368079183421,4.529461800185587,0.46589854624188065,0.08119393751933189
vlastimil-valek_texty,22.394964356135294,10.882754436523586,7.849234036098893,6.768542393447596,4.428939784620051,6.059456999848324,8.209464583649325,0.0,2.6164113453662976,1.4295464887001366,0.9138480206279387,0.13650841801911118
vojtech-munzar_texty,24.504583850434365,9.209736178389848,10.839104848072381,4.878097601985668,3.4549021177789343,4.6919412306337325,10.062452460066455,0.0,1.6433804395692382,3.2627407021898396,0.7286120341086513,0.028023539773409663
zdenek-hrib_texty,22.443839092469588,11.165012314351817,9.616389282782297,6.451974027912531,3.8659601462795736,4.7186357190835135,9.969027539368609,0.0,2.0598552130756027,1.4758564071945668,0.7649824613777148,0.17165460108963354
zdenek-nytra_texty,23.892857142857142,10.0,7.892857142857143,6.089285714285714,3.875,4.571428571428571,9.089285714285714,0.0,2.267857142857143,2.4642857142857144,1.3928571428571428,0.3214285714285714
zdenek-ondracek_texty,19.78620747026038,11.475750769486732,6.330588137426171,7.2997254804092835,6.630064054571166,6.268197321354297,8.193993844106148,0.0,2.5122701938274683,1.61384244239248,0.9400216288162382,0.13725979535812327
zuzana-majerova-zahradnikova_texty,21.98607911619727,9.370587798171954,9.811498352777983,6.400634118550444,4.520571697505636,5.612939981670011,8.860320527111044,0.0,1.892447548983181,1.3623640732208764,0.6811820366104382,0.15605261202348222
