;EU;Babiš;SPD;ANO;ČSSD;Evropský parlament;Sněmovna;Zeman;Evropská unie;Senát;ODS;Evropská komise;Piráti;KSČM;Poslanecká sněmovna;TOP 09;KDU ČSL;NATO;Schillerová;Okamura;EP;Hamáček;Havlíček;Evropská rada;komise;V 4;Salvini;ČT;Maláčová;STAN;Havel;Unie;Trump;EK;Klaus;Ústavní soud;EET;Rada;OSN;Parlament;Le Pen;Merkelová;ČT 24;Agrofert;Orbán;Kalousek;Brabec;Vojtěch;Senát parlamentu ČR;Jourová;Gott;nan;ŘSD;Ministerstvo financí;Putin;Johnson;Macron;MPO;Masaryk;Ředitelství silnic a dálnic;Fiala;Hřib;Toman;České televize;Trikolóra;UK;Juncker;CO2;Ministerstvo dopravy;Kreml;Hrad;Dostálová;Benešová;PS;Agrofertu;NKÚ;Petříček;Palach;von der Leyen;Kubera;Plaga;Čaputová;MPSV;Soros;ČEZ;David;Ťok;AB;Soukup;Moravec;Nejvyšší kontrolní úřad;Svobodní;TV Barrandov;Úřad vlády;FB;Staněk;Ministerstvo zdravotnictví;Nováková;Islámský stát;OECD;Wilderse;Sobotka;Huawei;BIS;Brusel;Zahradil;MF;Michálek;Šmarda;Čapí hnízdo;Policie ČR;Stb;Koněv;ČNB;Bartoš;Svoboda;WHO;Erdogan;OZE;Pellegrini;Hitler;Ministerstvo životního prostředí;Dvořák;Vondráček;Morawiecki;Parlament České republiky;Staňka;SŽDC;Beneš;Novák;Česká televize;Filip;Horáková;Ministerstvo vnitra;Charanzová;Rada EU;Faltýnek;Ministerstvo pro místní rozvoj;Feri;KSČ;Šojdrová;Schwarzenberg;Starostové a nezávislí;Dzurilla;Dlabajová;UNESCO;OKD;ČTK;Scheinherr;Strakově akademii;Varšavská smlouva;Hrnčíř;MŽP;Hlaváček;Makron;Kellner;Vystrčil;Bruselská elita;Zdechovský;Baťa;Volný;MMR;Čunek;České televizi;ENF;Blaško;Mynář;Nejvyšší soud;Škoda Auto;Český rozhlas;Kramář;Komenský;Zaorálek;Jaklo;Mayová;Česká pošta;Evropa národů a svobody;Armáda ČR;Novotný;Google;Skopeček;Rada Evropy;Duka;Polčák;EPP;Právu;PSP;TV Prima;AfD;Rada pro výzkum vývoj a inovace;SFDI;ČVUT;Ondráček;Hnutí ANO;MZ;Parlamentní listy;Válková;Národní sdružení;Pospíšil;Smoljak;Metnar;Rada ČTK;Thunberg;Klaus ml;NSZ;Aktuálně;Timmermans;Prouza;PS PČR;České dráhy;Hnilička;Senát PČR;Ministerstvo práce a sociálních věcí;Primě;Němcová;MZe;Nacher;KDU;černý;Rakušan;Centre Pompidou;Niedermayer;Přátelé koheze;Svaz měst a obcí ČR;ministerstvo průmyslu a obchodu;Univerzity Karlovy;Svoboda a přímá demokracie;Čižinský;České pošty;M;Chramostová;Akademie věd;Tusk;Facebook;Gajdůšková;OSVČ;Českého rozhlasu;ČD;DVTV;Lidové noviny;MŠMT;Dostál;Právo;Svaz měst a obcí;Bloomberg;Wilder;NÚKIB;ID;Peksa;Czernin;Národní galerie;Bakala;Světová zdravotnická organizace;Foldyna;Jágr;ČSÚ;Opat;Svaz průmyslu a dopravy;Občanská demokratická strana;Doležal;Horák;VFN;Stalin;B;Němec;Škoda;Respektu;ALDE;Veselý;RVVI;Juříček;Národní sportovní agentura;Úřad pro zastupování státu ve věcech majetkových;Jerman;Bezpečnostní rada státu;Soudní dvůr;Twitter;Lasvignes;Apple Store;Cook;ČEZu;Hlubuček;RRTV;MSV;Lega;Blesk;ÚOHS;Evropská lidová strana;Farage;Moodys;Kovanda;eurozóna;Národní rozvojový fond;Kobza;Ministerstvo spravedlnosti;IT;Nejvyšší správní soud;Správa železniční dopravní cesty s o;Koudelka;Heydrich;Středula;Český statistický úřad;Identita a demokracie;Airbnb;Morawieckiego;Kněžínek;IKEM;Volkswagen;P;Telička;Českých drah;09;Apple;Stanjura;Sehnalová;VZP;Sputnik;Kramářově vile;MBA;Schubert;Úřad práce ČR;ČEPS;Bárta;Weber;Bettel;CVVM;Sokol;Novinkycz;Výborný;Mátl;Akademie věd České republiky;Rozner;Parlament ČR;Baxa;a;Pirátská strana;Arajma;Státní fond dopravní infrastruktury;Gottem;OVM;FN Plzeň;ČMKOS;Benda;Českou televizi;May;Pavel;FPÖ;ÚZSVM;Praha Sobě;PPF;CzechInvest;š;Tošenovský;TV Nova;Pupavová;DICKFELD;Lukeš;Pošarová;Čermák;Senát parlamentu;ERÚ;Thomayerova nemocnice;Ministerstvo průmyslu a obchodu;HLAS;Zima;Jarolím;Třetí říše;Deník N;Deníku N;Konzervativní strana;Severoatlantická aliance;Valenta;ČR;Ministerstvo obrany;Centrum porodní asistence;u2066 u2069;Valné shromáždění OSN;Evropská investiční banka;král;Semín;Ježek;Liga;Rychetský;Hospodářská komora;Ústava;Dukovan;Ministerstvo zemědělství;Kolaja;ISIS;PL;Finanční správa;ZŠ;Kongres;Adamowicz;Trestík;ANO 2011;POLICIE;Rudá armáda;Bělobrádek;Poche;Jakl;Dopita;Běrsko;Hahnová;Henner;Městská část Praha 11;Paul;SPD 10 Bc;Vašíček;Vostenak;gšt;Mitterwald;NOS;Schmeidler;Ovčáček;Liberty Ostrava;Thermal;Visegrádská čtyřka;Nečas;Národní galerie Praha;Infocz;Bartha;Sudetoněmecký landsmanšaft;Gregorová;TGM;Opletal;Univerzita Karlova;Sáblíková;Szijjártó;MfD;ECOFIN;EUCO;Ministerstvo školství;ČRo;Zažímalová;Hilšer;Jelínek;Visegrádská skupina;Národní muzeum;MO;Státní tiskárny cenin;Janda;Úřad vlády ČR;Thomayerovy nemocnice;Rath;MZV;TV;ČSBS;EIA;Zelenský;Konečná;MIT;Špidlík;Vondra;Tv Barrandov;MSP;MF Dnes;Člověka v tísni;Člověk v tísni;Správa železniční dopravní cesty;Špidla;Akademii věd;US;University of Maryland;Plenković;Aeronet;Kuciak;Albright;Univerzita Palackého;AT amp T;Schäuble;Lesy ČR;IBM;NHL;Navrátil;Energetický regulační úřad;Brežněv;BESIP;HBO;Balda;MV;Akademií věd;Blesku;Gazdík;Letiště Václava Havla;Zikmund;AV ČR;Lukl;Šarocha;Na Bulovce;Českého zahrádkářského svazu;Kovář;Rady seniorů;Brada;Paroubek;CDU;Šaroch;Bílém domě;Svobodném rádiu;OLAF;Stehlík;Farský;Českém rozhlase;Median;euroskupina;ANO ČSSD;Fakultní nemocnice Plzeň;Závodský;Giuliani;Národním muzeu;Jakeš;Jílková;Slavia;Vorlíček;Vestager;Winton;Transparency International;Guaidó;Michel;Česká pirátská strana;Ministerstvo zahraničních věcí;LRV;Vildumetzová;PiS;Adamová;Pekarová;Národní shromáždění;Národní galerii;IZS;GE;Štětina;Výbor pro rozpočtovou kontrolu;Státní veterinární správa;Obecním domě;Kraus;ECR;Česká národní banka;Kundera;Zelení;Národní úřad pro kybernetickou a informační bezpečnost;Císařské lázně;Starostové;Spojená síla;Události komentáře;CzechInvestu;ACRE;Medical Tribune;National Science Foundation;Poc;Kroupa;Burešová;Tatra;Čunka;Nova;Český dům;SPD 6 Bc;Kretschmer;Hus;SS;Suchý;Economia;Koalice Vlasta;EU countries;FÚ;Směr;Šefčovič;Majerová;AI;Agrární komora;Topolánek;EU pro energetiku;Silver A;Ministerstvo kultura;Toyota;Bild;Ústavu pro studium totalitních režimů;Akademie věd ČR;Bartošek;Senátor 21;ORTEL;Palacký;H;C;Masarykovy univerzity;kurz;Juchelka;Armáda České republiky;Farewell;Národního divadla;Lhoťan;Googlu;Nově;Václavec;HN;Eurostatu;Tesař;Sejm;Macháčkem;ICT Unie;Dlouhý
EU;0;9E-05;0,00022;0,00011;0,00011;0,00026;8E-05;7E-05;0,00032;6E-05;0,00012;0,00027;8E-05;0,00013;5E-05;0,00011;0,00013;0,00027;0,00012;0,00017;0,00019;0,00013;0,00018;0,00028;0,0003;0,0003;0,00037;9E-05;0,0001;0,00014;8E-05;0,00039;0,00014;0,00026;0,0002;6E-05;0,00013;0,00025;0,00018;0,00024;0,00041;0,00035;6E-05;0,00016;0,00025;7E-05;0,00021;0,00023;0,0001;0,00021;3E-05;0;6E-05;0,00023;6E-05;0,00025;0,00037;5E-05;8E-05;0,00017;0,00017;8E-05;0,00012;0,00019;5E-05;0,00028;0,00046;0,00021;0,00016;0,00029;4E-05;0,00031;0,00018;6E-05;0,00012;0,00016;0,00017;4E-05;0,00028;0,00011;0,00015;4E-05;4E-05;0,00034;0,0002;0,00054;7E-05;2E-05;2E-05;0,00014;0,00029;0,00063;8E-05;0,00035;0;0,00013;0,00018;0,0001;0,00034;0,00018;0,00052;0,00016;0,00011;9E-05;0,00057;9E-05;0;3E-05;3E-05;0,00012;0,00018;6E-05;3E-05;0,00016;0,00016;0,00051;6E-05;0,00033;0,00013;0,00027;7E-05;0,0003;3E-05;0,00014;0,00014;3E-05;0,00014;3E-05;0,00017;0,00011;7E-05;0;0;0,00029;0,0004;0,00083;8E-05;0,0003;4E-05;0;0,00028;8E-05;8E-05;0,00043;0,00036;0,00012;0,00017;8E-05;4E-05;4E-05;8E-05;0,00033;0,00017;8E-05;0,00035;0;4E-05;0,00083;0,00013;9E-05;0;0,00023;5E-05;0,00014;0,00074;0,00069;5E-05;9E-05;0,00018;5E-05;0;5E-05;5E-05;0;0,00034;0,00024;0,00068;0,00039;0,00034;0,00015;0;0,0001;0,0001;0,00016;0,00016;0;5E-05;0,0001;0,00016;0,0005;0,00028;0,00011;0;0;6E-05;0,00017;0,00011;0,00066;0,00017;0;0,00036;0;6E-05;0,00012;6E-05;0,00012;0,00041;0,00024;0,00041;6E-05;0,00018;0;0,0003;6E-05;6E-05;6E-05;0,00036;6E-05;6E-05;0;0,00019;6E-05;6E-05;0,00013;0,00019;0,00019;0,00064;0;0,00032;0,00019;0;0,00026;0,00032;0,00019;0;0;6E-05;0;7E-05;0,00021;7E-05;7E-05;7E-05;0,00028;0,00021;0,00062;0,00014;0,00035;0,00014;0;0,00028;0,00015;0,00015;8E-05;0,00015;0,0003;0,00015;0,00023;0;0,00053;0,00053;8E-05;0;0,00015;0,00015;0,00015;0,00015;0,00038;8E-05;0,00015;0;0,00023;0,00038;0,00023;0,00045;0,00075;0,0003;8E-05;0,00025;0,00025;0,00017;8E-05;0;0;0,00075;0;8E-05;0;0,00041;8E-05;0,00017;0,00025;0,00033;0;0,0005;0,00033;8E-05;8E-05;8E-05;0;8E-05;0,0005;0,0005;0,00033;0;0,00025;0,00017;0;0;0,0005;0,00028;0,00018;0,00018;0,00018;0,00028;0,00018;0;0,00018;0,00065;0,00065;0,00065;0,00018;0,00028;9E-05;9E-05;0,00018;9E-05;0;0;9E-05;0;9E-05;9E-05;9E-05;0,00018;0;0,00028;0,00037;0;0;9E-05;0;9E-05;9E-05;9E-05;9E-05;0,00046;0,00018;0;0;0,00041;0;0,00021;0,00021;0,00073;0,00073;0,00073;0,00073;0,00073;0,0001;0,0001;0,0001;0,00031;0,0001;0,00021;0;0,00021;0,0001;0,0001;0,00021;0;0;0,0001;0,00041;0,0001;0,00031;0,0001;0,00021;0,00021;0;0,00052;0,00052;0,0001;0,00021;0,0001;0,00041;0,00021;0,00021;0,00036;0;0,00012;0;0,00024;0;0;0,00012;0,00012;0;0,00024;0,00012;0;0,00083;0,00083;0,00083;0,00083;0,00083;0,00083;0,00083;0,00083;0,00083;0,00083;0,00083;0,00083;0,00083;0;0,00012;0,00012;0,00036;0;0;0,00036;0,00059;0,00012;0,00012;0;0;0,00024;0,00012;0,00047;0;0,00012;0,00024;0,00059;0,00012;0,00024;0;0,00012;0;0;0;0,00012;0;0;0,00012;0;0;0;0;0,00012;0,00024;0,00047;0,00012;0;0;0;0;0,00012;0,00028;0,00014;0,00014;0,00055;0,00041;0,00014;0,00014;0,00014;0,00014;0,00014;0,00014;0;0,00041;0,00028;0,00014;0,00028;0;0;0,00028;0,00041;0,00014;0;0;0;0,00055;0;0,00028;0,00028;0,00014;0;0,00014;0,00014;0;0,00041;0,00014;0,00014;0;0,00014;0,00028;0;0,00014;0,00028;0,00028;0;0,00014;0;0,00014;0,00041;0,00014;0,00014;0;0;0,00028;0,00014;0,00014;0,00014;0,00041;0,00028;0;0,00014;0,00014;0,00041;0;0,00055;0;0,00041;0,00041;0,00014;0,00014;0,00028;0,00014;0;0;0,00028;0,00028;0,00041;0;0;0;0,00028;0,00028;0;0,00033;0,00017;0;0,00017;0;0,0005;0,00033;0;0,00017;0,00033;0;0;0,00017;0;0,00017;0,0005;0,00083;0,00017;0;0,00033;0;0;0;0,00017;0;0;0;0;0;0;0,00017;0,0005;0;0,00017;0,00017;0;0;0,0005;0;0;0,0005;0,00083;0,00017;0,00017;0,00017;0,00033;0,00017;0,00033;0;0,00017;0;0,00017;0;0,00033;0,00066;0,00083;0;0;0,00017;0;0,00017
Babiš;9E-05;0;0,00017;0,00025;0,00022;0,00012;0,00013;0,00024;0,00013;4E-05;0,00015;0,00024;0,00012;0,00024;6E-05;0,00012;0,00013;0,0001;0,00017;0,00015;8E-05;0,00024;0,00011;0,00015;0,00015;0,00011;0,0001;0,00012;9E-05;0,00011;9E-05;0,00021;0,00016;0,00013;0,00016;7E-05;0,00018;0,00017;0,00016;0,00013;8E-05;0,00012;7E-05;0,00037;0,0001;0,00034;0,00018;0,00014;4E-05;0,00035;8E-05;0;8E-05;0,0002;6E-05;0,0001;0,00019;0;4E-05;0,00018;0,00035;0,00013;4E-05;0,00022;7E-05;5E-05;0,00014;9E-05;0,00012;0,00022;0,00022;0,00022;0,00029;8E-05;0,00028;0,00018;0,00014;3E-05;0,00011;0;0,0002;0;0;0,00033;0,00012;6E-05;0,00021;0,00016;0;9E-05;0,00026;0,00017;7E-05;0,00013;0,0001;0,00021;0,00014;0,00014;0,00017;0;7E-05;0,00035;4E-05;0,00015;0,00027;8E-05;0,0002;0,00012;0,00024;0,00041;0,00016;0,0002;4E-05;8E-05;0,0003;0;0;0,00031;0;9E-05;0,00013;0,00018;5E-05;0,00014;9E-05;0;0,00023;5E-05;0,00023;0,0001;0,0001;0,0001;0;0,00019;0,00038;0,00015;0,0001;0,0003;0;0,0001;5E-05;0,00016;0;0,00021;0,00031;5E-05;5E-05;0,00011;5E-05;0;0,00016;5E-05;5E-05;0,00011;0,00012;6E-05;0;0,00012;0,00012;6E-05;6E-05;6E-05;0;0;6E-05;6E-05;6E-05;0,00012;6E-05;0,00012;0;6E-05;0,00026;0;0;0,00019;0,00013;6E-05;0;0,00026;0,00019;0;0,00014;0;0;0;0;0,00021;0,00014;0;0;0;7E-05;0,00029;0;0,00022;0,00015;0;7E-05;0;0,00024;0;0;0,00024;0;0,00016;0;8E-05;0;8E-05;8E-05;0;0;8E-05;0,00039;0;0,00024;0;0;0;8E-05;0;0;8E-05;0,00017;0,00034;0,00042;0;0,00025;8E-05;8E-05;0,00017;0;0,00034;0;0;8E-05;0;9E-05;0,00037;9E-05;0,00027;9E-05;0,00018;0,00018;0;9E-05;9E-05;0;0;9E-05;0,0002;0;0;0;0,0001;0,0001;0,0002;0,0001;0;0;0,0002;0,0001;0,0001;0;0;0,0001;0,0005;0,0002;0;0;0;0,0003;0,0001;0,0002;0,0001;0,0001;0,00011;0,00011;0,00011;0;0;0;0;0;0;0;0;0,00011;0,00011;0,00055;0;0,00033;0;0,00055;0,00033;0,00011;0,00011;0,00011;0;0;0,00011;0,00011;0;0;0,00033;0,00011;0;0;0,00055;0,00024;0;0,00012;0,00049;0;0;0;0;0;0;0;0;0,00024;0;0,00012;0,00012;0,00012;0,00012;0;0,00024;0,00012;0;0;0;0;0;0,00037;0;0;0;0,00024;0,00012;0,00012;0,00037;0;0;0,00012;0,00037;0;0;0,00014;0,00041;0;0,00014;0;0;0;0;0;0;0;0,00027;0;0;0,00014;0;0,00014;0,00014;0,00027;0;0;0;0;0,00027;0;0,00014;0,00027;0;0,00027;0;0,00055;0,00027;0,00027;0,00014;0,00027;0,00027;0,00014;0;0;0;0,00016;0;0;0;0;0,00016;0,00016;0;0,00016;0;0,00031;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00016;0;0,00031;0;0,00016;0,00016;0,00031;0,00016;0;0;0,00016;0,00031;0,00063;0;0;0;0,00016;0,00016;0,00016;0;0;0;0,00016;0;0;0;0;0,00016;0,00016;0;0,00016;0;0,00016;0,00016;0;0;0;0;0;0;0,00016;0,00018;0;0,00018;0,00018;0,00018;0;0;0,00018;0;0;0;0;0;0;0;0;0;0;0;0,00037;0;0;0;0;0,00037;0;0,00037;0,00018;0;0;0,00037;0,00037;0;0,00037;0,00018;0;0;0,00018;0;0,00055;0,00018;0;0,00018;0;0;0,00018;0,00018;0;0,00018;0,00018;0,00037;0;0,00037;0,00018;0,00018;0;0;0,00018;0;0,00073;0;0,00037;0;0,00018;0;0,00037;0;0;0;0;0;0;0;0;0,00073;0,00018;0;0;0;0,00018;0;0,00018;0;0,00022;0;0;0;0;0;0;0;0;0;0;0;0;0,00022;0;0;0;0;0;0;0;0;0;0;0,00022;0;0;0;0;0;0;0;0;0;0;0;0,00022;0;0;0;0;0;0;0;0,00022;0;0,00022;0;0,00022;0;0,00022;0;0;0,00022;0,00022;0;0;0;0;0
SPD;0,00022;0,00017;0;0,00046;0,00046;0,00035;0,00042;0,00013;0,0004;6E-05;0,0003;0,00023;0,00025;0,00075;0,00016;0,00038;0,00041;0,00019;6E-05;0,00052;0,00011;0,00036;0;3E-05;0,00022;9E-05;0,00082;0,00028;0,00018;0,00045;7E-05;0,00013;0,00021;0;0,00024;0,00017;9E-05;5E-05;0,00019;0,00024;0,00099;0,00081;0,0001;3E-05;0,00048;0,0003;0;0;0;0,00011;0;0;0;6E-05;0,00016;9E-05;0,00077;0;3E-05;0;0,00064;7E-05;7E-05;0,00058;0,0001;0;0,00079;0,00025;4E-05;0;0,00011;4E-05;7E-05;4E-05;8E-05;0,00048;0,00021;0;0,00013;0,00013;4E-05;0;9E-05;0,00113;0,00018;0,00109;5E-05;5E-05;0,00014;0,00019;0,00074;0,00122;0,00046;0;5E-05;0,0001;0;0;0,00079;0;0,00115;0,00011;0;0,00029;0,00081;0;0;0,00019;0;6E-05;0,00019;6E-05;6E-05;0,00032;0,00039;0,00071;6E-05;0,00054;0;0;0,00027;0;0,00028;0,00028;0;0,00014;7E-05;0;0,00028;0;0,00029;0;0;0,00015;0,00029;8E-05;8E-05;0,00015;0,00015;0;0,00016;0,00024;0;0;0,00032;0;0,00025;0,00025;0;0;0,00025;0,00143;0;0;0,00071;0;9E-05;0,0015;9E-05;0;0,00103;0;0;0,00019;0,00158;0,00158;9E-05;0,00037;0;0,00037;0;0;0,0001;0,00079;0;0,0001;0,00158;0,00079;0,00069;0,0001;0,0003;0,0002;0,00021;0,00031;0,0001;0;0,0001;0,00031;0,00063;0;0;0;0,00022;0;0;0,00056;0,00022;0,00134;0;0;0;0,0006;0,00012;0,00036;0;0,00012;0,00024;0,00012;0,00084;0;0;0;0,00048;0;0,00012;0,00012;0;0,00024;0,00012;0;0;0;0;0;0;0,00052;0,00168;0,00039;0,00013;0,00052;0;0,00013;0,00013;0,00013;0,00013;0;0,00065;0;0,00028;0,00028;0;0,00014;0,00014;0,00014;0;0,00112;0;0,00126;0,00056;0;0;0,00046;0,00015;0;0,00015;0,00046;0;0;0;0,00122;0,00107;0;0,00015;0,00046;0,00031;0;0,00046;0,00031;0;0;0;0;0,00015;0;0;0,00092;0;0;0;0;0;0;0,00117;0;0,00151;0,00034;0;0;0,0005;0;0,00101;0,00034;0;0,00084;0,00067;0,00017;0;0;0,00017;0;0;0,00067;0,00134;0;0;0,00017;0;0;0;0,00067;0;0;0;0,00037;0;0;0,00037;0;0,00149;0,00149;0,0013;0;0;0;0;0,00056;0,00037;0,00112;0,00019;0;0;0;0;0,00019;0,00037;0;0;0;0;0;0;0,00019;0,00019;0,00037;0;0,00037;0,0013;0;0,00084;0;0;0;0;0,00021;0,00147;0,00168;0,00147;0,00168;0,00147;0;0,00042;0;0,00021;0;0;0;0,00084;0,00042;0,00042;0,00021;0;0;0,00021;0;0;0;0,00021;0;0;0,00042;0,00084;0,00147;0;0;0;0,00021;0;0,00042;0,00024;0;0;0;0,00024;0;0;0;0;0;0;0;0,00096;0,00168;0,00168;0,00168;0,00168;0,00168;0,00168;0,00168;0,00168;0,00168;0,00168;0,00168;0,00168;0,00168;0;0;0;0;0,00072;0;0;0;0,00096;0,00048;0;0,00024;0;0;0,00096;0;0;0;0;0,00048;0;0;0;0;0;0;0;0;0;0;0,00024;0;0;0;0;0;0,00048;0;0;0;0,00048;0;0;0;0;0;0,00056;0;0;0;0;0,00056;0;0;0;0;0;0;0;0;0;0,00084;0,00084;0;0;0,00028;0,00028;0;0;0,00056;0;0;0;0;0;0,00056;0;0;0,00028;0;0,00056;0;0;0,00028;0,00028;0;0,00028;0,00028;0,00056;0,00028;0;0,00112;0;0;0;0;0;0;0;0,00084;0;0;0;0;0,00028;0;0,00028;0;0;0,00056;0,00028;0,00028;0,00056;0;0;0;0,00056;0;0,00084;0,00056;0,00084;0,00028;0,00028;0;0;0;0;0,00034;0;0;0;0;0;0;0;0;0;0;0;0,00034;0;0,00168;0;0;0,00067;0;0,00034;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00101;0;0;0;0;0,00134;0,00134;0,00067;0,00034;0;0,00034;0,00067;0;0;0;0,00034;0,00034;0;0;0;0,00034;0;0;0;0;0
ANO;0,00011;0,00025;0,00046;0;0,00079;0,00017;0,00035;8E-05;0,00014;0,00013;0,0004;0,0002;0,00031;0,00099;0,00017;0,0004;0,00039;0,00012;0,00027;0,00012;0,00017;0,00032;0,00024;0,00015;0,00011;0,00011;0,00024;0,00018;0,00019;0,00054;0,00014;7E-05;0,00012;0,0001;0,0001;0,00022;0,00036;0,00015;0,00025;0,00022;0,00022;0,00013;0,0001;0,00016;7E-05;0,00024;0,00021;0,00028;0;0,00025;0,00011;0;4E-05;0,00016;4E-05;4E-05;8E-05;0;8E-05;0,00017;0,0003;0,00018;0,00018;0,00035;0,00014;5E-05;0,00014;5E-05;0,00023;0,00024;0,0001;0,0001;0,00034;5E-05;0;0,00036;0,00032;0;0,00017;0,00017;0,00023;0;0,00023;0,00053;0,00018;0,00041;0,00029;0,00012;6E-05;0,00025;0,00089;0,00033;0,00013;0,00046;7E-05;0,00014;7E-05;0,0002;0,00047;7E-05;0,0002;0,00035;7E-05;0,00022;0,00037;0,00015;8E-05;0,00024;8E-05;0;0,00024;0,00016;8E-05;8E-05;0;0,00025;0;0,00035;0;9E-05;0;0,00043;9E-05;0,00045;9E-05;0;9E-05;0;0,00018;9E-05;0,00019;0;0,00019;0,00038;0,00113;0,0002;0,00069;0,00039;0,0003;0;0,00031;0;0;0,00041;0,00103;0,0001;0;0,00043;0;0;0;0,00043;0,00011;0,00011;0,00011;0;0,00011;0,00034;0;0,00011;0,00012;0;0,00024;0,00024;0,00036;0,00048;0,00012;0,00012;0,00012;0;0;0;0;0,00038;0;0,00013;0,00025;0,00013;0,00013;0;0,00013;0;0,00014;0,00041;0,00014;0,00014;0;0,00041;0;0,00058;0;0;0;0,00014;0;0,00014;0,00072;0,00014;0,00029;0;0,00015;0,00046;0,00015;0,00015;0;0,00015;0;0;0,00015;0,00015;0,00031;0;0,00046;0,00015;0;0,00015;0,00046;0,00015;0;0,00017;0,00033;0,00017;0;0;0;0,00033;0,00083;0;0,00017;0;0;0,0005;0,00017;0;0,00017;0,00017;0,00017;0,00036;0,00018;0,00036;0,00018;0,00018;0,00018;0,00036;0;0;0;0,00072;0,00018;0;0,00036;0,0002;0,0002;0,0002;0;0,00039;0;0;0,00039;0,0002;0,0002;0;0;0;0,0002;0,0002;0,0002;0,00138;0,0002;0;0;0,0002;0,00059;0,00059;0,00039;0,0002;0,0002;0;0,00022;0,00022;0,00022;0;0,00043;0;0,00043;0;0;0;0;0,00022;0,00065;0;0;0;0,00087;0,00065;0,00022;0;0,00022;0;0;0;0,00087;0;0;0,00065;0,00022;0;0;0,00108;0;0;0,00024;0,00024;0,00024;0;0,00024;0,00024;0,00024;0,00024;0,00024;0;0,00024;0;0;0;0,00024;0,00048;0;0;0,00024;0;0;0;0;0;0,00048;0,00024;0;0;0;0;0;0;0;0,00024;0;0,00024;0;0;0,00027;0,00027;0,00027;0;0,00027;0,00027;0,00027;0,00027;0,00027;0;0,00081;0;0,00027;0;0,00027;0;0,00027;0;0;0;0;0;0;0;0,00027;0;0,00027;0;0,00027;0,00054;0,00135;0,00054;0;0;0,00027;0;0,00027;0;0;0,00031;0;0;0;0;0;0;0,00062;0;0;0,00031;0;0,00031;0,00031;0,00031;0,00031;0,00031;0,00031;0,00031;0,00031;0,00031;0,00031;0,00031;0,00031;0,00031;0;0;0;0;0;0;0,00062;0,00062;0,00031;0,00031;0;0;0,00031;0,00031;0,00124;0;0;0;0,00031;0;0,00031;0;0;0;0;0;0;0;0;0,00031;0;0;0;0;0,00031;0;0,00062;0;0;0;0;0;0;0,00072;0;0,00036;0,00036;0;0;0;0;0,00036;0;0,00036;0;0;0;0;0,00036;0;0;0,00108;0,00036;0;0;0;0,00036;0;0;0;0,00036;0,00036;0;0;0;0,00036;0;0;0;0;0;0,00036;0;0,00036;0,00036;0;0;0;0;0;0;0,00072;0;0;0;0;0,00036;0,00036;0;0;0;0;0;0;0;0;0,00072;0;0;0;0;0;0,00036;0,00036;0;0;0,00072;0,00036;0,00036;0;0;0;0;0,00072;0;0;0;0;0,00043;0;0,00043;0;0;0;0,00043;0,00043;0;0,00043;0;0;0;0,00043;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00043;0;0;0;0;0;0;0,00043;0,00087;0,0013;0;0;0;0;0;0;0;0;0,00043;0;0;0;0;0
