;Babiš;Zeman;Schillerová;Okamura;Hamáček;Havlíček;Salvini;Maláčová;Havel;Trump;Klaus;Le Pen;Merkelová;Orbán;Kalousek;Brabec;Vojtěch;Jourová;Gott;Putin;Masaryk;Johnson;Macron;Fiala;Toman;Hřib;Juncker;Kreml;Dostálová;Benešová;Petříček;Palach;von der Leyen;Kubera;Plaga;Čaputová;Soros;David;Ťok;Soukup;Moravec;Staněk;Wilderse;Nováková;Sobotka;Zahradil;Michálek;Šmarda;Koněv;Bartoš;Erdogan;Hitler;Pellegrini;Dvořák;Vondráček;Morawiecki;Staňka;Beneš;Novák;Filip;Horáková;Charanzová;Faltýnek;Feri;Šojdrová;Schwarzenberg;Dzurilla;Dlabajová;Scheinherr;Hrnčíř;Hlaváček;Makron;Vystrčil;Kellner;Zdechovský;Volný;Klaus ml;Čunek;Blaško;Mynář;Kramář;Zaorálek;Jaklo;Novotný;Mayová;Skopeček;Duka;Komenský;Polčák;Svoboda;Ondráček;Válková;Pospíšil;Smoljak;Metnar;Thunberg;Timmermans;Prouza;Hnilička;Němcová;Nacher;černý;Baťa;Rakušan;Niedermayer;Čižinský;Chramostová;Tusk;Gajdůšková;Dostál;Wilder;Czernin;Bakala;Foldyna;Opat;Doležal;Horák;Němec;Jágr;Stalin;Veselý;Juříček;Jerman;Peksa;Lasvignes;Hlubuček;Cook;Kovanda;Kobza;M;Koudelka;Heydrich;Morawieckiego;Středula;Kněžínek;Telička;Stanjura;Sehnalová;Schubert;Weber;B;Bárta;Výborný;Mátl;Bettel;Rozner;Farage;Baxa;Gottem;Benda;Pavel;P;š;Tošenovský;Pupavová;DICKFELD;Lukeš;Pošarová;Čermák;Zima;Jarolím;Valenta;Semín;král;Ježek;Rychetský;Kolaja;Adamowicz;Trestík;Jakl;Dopita;Běrsko;Hahnová;Henner;Paul;Vašíček;Vostenak;Mitterwald;NOS;Schmeidler;Bělobrádek;Poche;Ovčáček;Nečas;Gregorová;Szijjártó;Opletal;Bartha;Hilšer;Sáblíková;Jelínek;Zažímalová;Arajma;Janda;Rath;May;Zelenský;Konečná;Špidlík;Vondra;Špidla;Kuciak;Plenković;Albright;Navrátil;Schäuble;Balda;Šarocha;Brežněv;Gazdík;Farský;Zikmund;Lukl;Kovář;Brada;Paroubek;Šaroch;Stehlík;Giuliani;Jakeš;Jílková;Vestager;Závodský;Winton;Guaidó;Vorlíček;Adamová;Pekarová;Vildumetzová;Michel;Štětina;Kraus;Kundera;Poc;Čunka;Kroupa;Burešová;Suchý;Šefčovič;Majerová;Kretschmer;Hus;Topolánek;H;Palacký;Bartošek;Farewell;Lhoťan;kurz;Juchelka;Luzar;Václavec;Tesař;Erdoğan;Charanzov;Macháčkem;Reagan;Dlouhý;Pokorný;Pithart;Zaeva;Seluckou;Gross;Verhofstadt;Hanuš;Fico;Ćwioro;Míle;Dobšík;Lux;Fajt;Onderka;Krutílek;Chauhan;Mitrofanova;Horská;Grospič;Cimrman;Diallo;Mrázek;Strache;Pík;Charvát;Bradáčová;Benešův;Fridrich;Stránský;Švejk;Vrecion;Čapka;Polák;Semína;Robinson;Zelenskym;Koněvovi;Dancilaovou;Gerlocha;Dienstbier;Růžička;Burlac
Šojdrová;0,00723;0,01091;0;0;0,03742;0,03756;0;0;0,02239;0;0;0;0,05372;0;0;0,05543;0,02794;0,02817;0;0;0;0;0,03056;0;0,03117;0,03117;0;0,03217;0;0,06506;0,0345;0;0,03494;0;0;0;0;0,03587;0,03587;0;0;0,03858;0;0;0,03919;0,16496;0;0;0;0,0428;0;0;0;0;0;0;0;0;0;0;0;0,22751;0;0;0;0;0,04762;0,19048;0;0;0,09759;0;0;0;0,4005;0;0;0;0,05143;0;0;0;0;0;0;0;0;0;0,21822;0,32733;0;0;0,22537;0;0;0;0;0;0;0;0,05832;0;0;0;0,18157;0;0;0,06052;0;0;0;0;0,0658;0;0;0;0;0;0;0;0;0;0;0,0658;0;0;0;0;0;0;0;0;0;0;0;0,20702;0;0,21822;0;0,07274;0;0;0;0;0;0;0;0;0;0;0;0;0;0,30861;0;0;0;0;0;0;0;0;0;0;0,23146;0;0,07715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,24744;0;0;0;0;0;0,08248;0;0;0;0;0;0;0;0;0;0,24744;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,26726;0;0,08909;0,09759;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,09759;0;0;0;0;0;0,19518;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,09759;0;0;0;0;0;0;0;0,09759;0;0;0;0;0;0;0;0;0;0,09759;0;0;0;0;0;0;0;0;0;0;0
Schwarzenberg;0,0217;0,03273;0,01689;0,01788;0,01871;0,01878;0;0;0,06717;0;0,04762;0;0;0;0,05543;0;0,02794;0;0;0,0297;0;0;0;0,06172;0;0;0;0;0,03253;0;0;0,0345;0;0;0,0354;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,04454;0;0;0,04454;0;0;0;0;0,04652;0;0;0;0,04762;0;0;0;0;0;0;0;0;0;0,10287;0;0;0,05143;0;0;0;0;0;0;0,05455;0;0;0;0;0,05634;0;0;0;0;0;0;0;0,05832;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,07274;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,08248;0;0;0;0;0;0;0;0;0;0;0;0;0;0,08909;0;0;0;0;0;0;0;0;0;0;0;0;0,08909;0;0;0;0;0,08909;0;0;0;0;0;0;0;0;0,08909;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,09759;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,09759;0;0;0;0;0;0;0;0;0;0;0;0
Dzurilla;0,02894;0,02182;0,13509;0;0,03742;0,28172;0;0,06482;0,06717;0,07019;0,07143;0;0,02686;0,02749;0;0,13857;0,22352;0,08452;0;0;0,06052;0;0,06111;0,03086;0,09352;0;0;0,16087;0,19518;0,13012;0,0345;0,0345;0,03494;0;0,1062;0;0;0;0,03587;0;0,07377;0,03858;0;0,07715;0,03919;0,04124;0;0;0;0,0428;0;0;0,04364;0,08909;0,04454;0;0;0,04454;0;0;0;0,1365;0,04652;0;0,04762;0,04762;0;0,09524;0;0;0;0,10013;0;0;0;0;0;0;0;0;0;0,05293;0;0;0,05293;0;0;0;0,05455;0,10911;0;0,05634;0,11269;0;0,17496;0;0;0,05832;0,17496;0,05832;0,29161;0;0,05832;0;0;0;0;0,12105;0;0,06299;0;0;0;0;0,0658;0;0;0,13159;0;0;0;0;0,13159;0;0,13801;0;0,27603;0;0;0;0;0;0;0,06901;0,13801;0,06901;0;0,07274;0;0;0;0,14548;0;0;0,07274;0;0;0;0;0;0;0;0;0,07715;0;0;0;0;0;0,07715;0;0;0;0;0,07715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,08248;0;0;0;0;0;0,08248;0;0;0;0,08248;0,08248;0;0;0;0,08248;0,08248;0;0;0;0;0,08909;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,08909;0;0;0;0;0;0;0;0,17817;0,08909;0,08909;0;0,08909;0,09759;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,09759;0,09759;0;0;0;0;0,09759;0;0;0,09759;0;0;0;0;0;0;0;0;0;0,29277;0,19518;0;0,19518;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,09759;0;0;0;0;0;0;0;0;0;0;0;0
Dlabajová;0,0434;0,01091;0,03377;0;0,05614;0,09391;0;0;0,02239;0;0;0;0,05372;0,02749;0;0,05543;0,11176;0,02817;0;0;0;0;0,06111;0;0,09352;0,03117;0;0,03217;0;0,06506;0,0345;0;0,03494;0;0;0;0,1435;0;0,03587;0;0;0;0;0,03858;0,03919;0,12372;0;0;0;0;0;0;0;0,04454;0;0;0;0;0,0455;0;0;0,72803;0;0;0,19048;0;0,09524;0;0;0;0,09759;0;0;0;0,10013;0;0;0,05143;0;0;0;0;0;0;0;0;0;0;0,16366;0,16366;0;0;0,16903;0;0;0;0;0;0;0;0,05832;0;0;0;0,12105;0;0;0,06052;0;0;0;0;0,0658;0;0;0;0;0;0;0;0;0;0,0658;0;0;0;0,06901;0;0;0;0;0;0;0;0;0,48305;0;0,21822;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,23146;0;0;0;0;0;0;0;0;0;0;0,54006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,24744;0;0;0;0,24744;0;0,08248;0;0,08248;0;0,08248;0,08248;0;0;0;0;0,24744;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,26726;0;0,08909;0,09759;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,19518;0,09759;0;0;0;0;0,39036;0;0;0;0;0;0;0;0;0,19518;0;0;0;0;0;0;0,09759;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Scheinherr;0,00741;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,06389;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,14142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,07454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,16903;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,09129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hrnčíř;0,00741;0,01118;0;0,09159;0;0;0,12792;0;0;0;0;0,16391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,25733;0;0;0;0;0,23717;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,04767;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,36893;0;0;0;0;0,37963;0;0;0;0;0;0;0;0,05774;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,06455;0,1291;0;0;0;0;0,47194;0,47194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,52175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5534;0,5534;0,5534;0,5534;0,5534;0;0;0;0;0;0;0;0;0;0;0;0,59161;0,59161;0,59161;0,59161;0,59161;0,59161;0,59161;0,59161;0,59161;0,59161;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,08452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,09129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hlaváček;0,01482;0,01118;0;0;0,03835;0,01925;0;0,02214;0;0;0,0488;0;0;0;0;0,0284;0;0,02887;0;0;0;0;0;0;0,03194;0,06389;0;0,03297;0;0,03333;0,03536;0;0,03581;0;0;0;0;0,03676;0,03676;0;0;0;0;0;0,04016;0,04226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,13988;0;0;0,09759;0;0;0,09759;0,2;0;0;0;0;0;0,0513;0;0,0527;0;0,0527;0;0;0;0;0;0;0;0;0;0,0559;0;0;0;0,05774;0;0;0;0;0;0;0;0,05976;0;0;0;0,06202;0;0;0;0;0;0;0;0,06742;0;0;0;0;0;0;0;0,06742;0;0;0,06742;0;0;0;0;0;0;0;0;0;0;0;0;0;0,14907;0;0;0;0;0;0,07454;0;0;0,07454;0;0;0;0;0;0;0,07906;0;0;0;0;0;0;0;0;0;0;0;0;0,07906;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,08452;0;0;0;0;0;0;0;0;0;0;0;0;0,09129;0;0;0;0;0;0;0,09129;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0;0,1;0;0;0;0,3;0;0,1;0;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0;0;0;0
Makron;0,01521;0;0,03551;0;0;0,03949;0,06562;0,02272;0,04708;0,09838;0;0,05606;0,08472;0,08671;0;0,02914;0,05875;0,02962;0;0,03122;0,06363;0;0,257;0;0,03277;0,03277;0,06693;0;0;0,0342;0;0;0,03674;0;0;0;0;0,03772;0;0;0,03878;0;0,04056;0;0;0;0;0;0;0;0,04588;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,10013;0;0;0;0;0;0;0;0;0;0;0;0,10815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,06131;0;0,06131;0;0,12263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,07255;0;0,07255;0;0;0;0;0;0;0;0,07255;0;0;0;0;0;0;0;0;0;0;0;0,07647;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,08111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,30779;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vystrčil;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,03772;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05923;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,08111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,11471;0,11471;0
Kellner;0,00761;0,01147;0;0;0;0;0;0;0;0;0,02503;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,11165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Zdechovský;0,01521;0;0,01775;0;0;0;0;0;0;0;0,02503;0;0,02824;0;0,02914;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,03772;0;0;0;0;0;0;0;0,13007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,14351;0;0;0,4005;0;0;0,10013;0;0;0,0513;0;0;0;0;0;0;0;0,05407;0;0;0;0;0;0;0,05564;0,05735;0;0,17206;0,28677;0;0;0,1777;0;0;0;0;0;0;0;0;0;0;0;0,19089;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,06917;0;0;0;0;0;0;0;0;0;0;0;0,1451;0;0,15294;0;0,07647;0;0;0;0;0;0;0;0;0;0;0;0;0;0,24333;0;0;0;0;0;0;0;0;0;0;0,16222;0;0,08111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,17342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,17342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,18732;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1026;0;0;0;0;0;0;0;0;0;0;0
Volný;0,00781;0,01179;0;0,03862;0;0;0,02247;0;0;0;0;0,0288;0,02901;0,0297;0;0;0;0;0;0;0;0;0,033;0,06667;0;0;0;0;0;0;0;0;0;0;0;0;0,03875;0,03875;0;0;0,03984;0;0;0;0;0;0;0;0;0;0;0;0;0;0,04811;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05556;0;0;0;0;0;0;0,05717;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,07107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,07857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,08909;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,10541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,10541;0;0;0;0;0;0;0;0;0;0;0;0;0,10541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Klaus ml;0,03125;0,01179;0;0,03862;0,02021;0;0;0;0;0;0,10287;0;0;0;0,02993;0;0;0;0;0;0;0;0;0,06667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,04811;0;0;0;0;0;0;0;0,10287;0;0;0;0;0,0527;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05893;0;0;0;0;0;0;0;0;0,12599;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,07454;0;0;0;0,07454;0;0,15713;0;0;0;0;0;0;0;0;0;0;0,07857;0;0,07857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,09623;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,10541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,10541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Čunek;0;0;0,01824;0;0;0,04057;0;0;0;0;0;0;0;0,05939;0;0;0,06036;0;0;0;0;0;0;0;0,03367;0;0;0,03475;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,04714;0;0;0;0;0;0;0;0;0,04915;0;0;0;0;0;0,05143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,07454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,08333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,08909;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,10541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,10541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Blaško;0,00781;0,01179;0;0,11586;0;0;0,20226;0;0;0;0;0,25916;0,05803;0,05939;0;0;0;0,03043;0;0;0;0;0,033;0;0;0;0,03438;0;0;0;0;0;0,03774;0;0;0;0;0,61999;0;0;0;0;0,25;0;0;0,04454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,04915;0;0;0,05143;0;0;0;0;0,36893;0,0527;0,10815;0;0;0,05407;0,05556;0;0;0;0;0;0;0;0,40016;0;0;0;0;0,11785;0;0;0;0,06086;0;0;0;0,06299;0;0;0;0;0,06299;0;0;0,06537;0;0;0;0;0;0,13608;0;0;0;0;0,49747;0,49747;0;0;0;0;0;0;0,14213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,54997;0;0;0;0;0;0;0;0,15713;0;0;0;0;0;0;0,08333;0,58333;0,58333;0,58333;0,66667;0,58333;0;0;0;0;0;0;0;0,16667;0;0;0,08909;0,62361;0,62361;0,62361;0,62361;0,62361;0,62361;0,62361;0,62361;0,62361;0,62361;0;0;0;0;0,08909;0;0;0;0;0;0;0;0;0;0;0;0;0,08909;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,09623;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,10541;0;0;0;0,10541;0;0;0;0;0;0;0;0;0;0;0
Mynář;0,00781;0,03536;0;0,03862;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,03333;0;0;0;0;0;0,03514;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1005;0;0;0,05143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kramář;0;0;0;0;0;0;0;0;0;0;0;0;0;0,03056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,04356;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05057;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,06482;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,09167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,09901;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,10847;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
