n-gram,frekvence
stran černobílá zkratka lidí,4
černobílá zkratka lidí neznají,4
zkratka lidí neznají zákoutí,4
lidí neznají zákoutí zákonů,4
neznají zákoutí zákonů chování,4
zákoutí zákonů chování voličů,4
zákonů chování voličů nepracují,4
chování voličů nepracují daty,4
voličů nepracují daty zbožnými,4
nepracují daty zbožnými přáními,4
dej mu pane světlo,4
mu pane světlo věčné,4
výsledky průzkumů mluví jasně,4
průzkumů mluví jasně my,4
mluví jasně my liberálních,4
jasně my liberálních voličů,4
my liberálních voličů více,4
liberálních voličů více koalici,4
voličů více koalici odebereme,4
více koalici odebereme než,4
koalici odebereme než přineseme,4
odebereme než přineseme té,4
než přineseme té liberální,4
přineseme té liberální menšině,4
možná volila líbit nemusí,4
kdyz chcete zdanit hazard,4
úkolů distanční výuka rozesílání,4
distanční výuka rozesílání úkolů,4
druhé kolo senátních voleb,3
vláda rusové mohou vyloučeni,3
nemyslím jeho zvolením vyloučena,3
zemřel karel gott český slavík,9
karel gott český slavík zlatý,9
gott český slavík zlatý hlas,9
český slavík zlatý hlas sovětské,9
slavík zlatý hlas sovětské estrády,9
zlatý hlas sovětské estrády hlavní,9
hlas sovětské estrády hlavní symbol,9
sovětské estrády hlavní symbol družby,9
estrády hlavní symbol družby národů,9
hlavní symbol družby národů socialistického,9
symbol družby národů socialistického tábora,9
ep zvlášť kandidují cdu csu,9
větší než zisk celé snílci,8
než zisk celé snílci tvrdých,8
zisk celé snílci tvrdých dat,8
celé snílci tvrdých dat sní,8
snílci tvrdých dat sní svůj,8
tvrdých dat sní svůj sen,8
dat sní svůj sen ep,8
sní svůj sen ep zvlášť,8
svůj sen ep zvlášť kandidují,8
sen ep zvlášť kandidují cdu,8
pán bůh zdravém rozumu zachovati,8
bůh zdravém rozumu zachovati ráčil,8
odliv větší než zisk celé,7
viděl četl mluví civilním svazku,5
četl mluví civilním svazku manželství,5
mluví civilním svazku manželství registrované,5
civilním svazku manželství registrované partnerství,5
svazku manželství registrované partnerství lgbt,5
manželství registrované partnerství lgbt patří,5
registrované partnerství lgbt patří rodiny,5
partnerství lgbt patří rodiny mají,5
lgbt patří rodiny mají svoji,5
patří rodiny mají svoji důstojnost,5
rodiny mají svoji důstojnost nového,5
světlo věčné ať mu svítí,5
výuka rozesílání úkolů distanční výuka,5
situace stejná horší třeba úřednická,4
stejná horší třeba úřednická vláda,4
horší třeba úřednická vláda rusové,4
třeba úřednická vláda rusové mohou,4
nebudeme vládní koalicí osobou trestní,4
vládní koalicí osobou trestní stíhání,4
koalicí osobou trestní stíhání zásadní,4
osobou trestní stíhání zásadní střety,4
trestní stíhání zásadní střety zájmů,4
stíhání zásadní střety zájmů ohrožují,4
zásadní střety zájmů ohrožují fungování,4
střety zájmů ohrožují fungování tohoto,4
zájmů ohrožují fungování tohoto státu,4
ohrožují fungování tohoto státu nemá,4
fungování tohoto státu nemá určitou,4
tohoto státu nemá určitou morální,4
státu nemá určitou morální integritu,4
vyloučena předvolební spolupráce demokratických stran,4
předvolební spolupráce demokratických stran černobílá,4
spolupráce demokratických stran černobílá zkratka,4
demokratických stran černobílá zkratka lidí,4
stran černobílá zkratka lidí neznají,4
černobílá zkratka lidí neznají zákoutí,4
zkratka lidí neznají zákoutí zákonů,4
lidí neznají zákoutí zákonů chování,4
neznají zákoutí zákonů chování voličů,4
zákoutí zákonů chování voličů nepracují,4
zákonů chování voličů nepracují daty,4
chování voličů nepracují daty zbožnými,4
voličů nepracují daty zbožnými přáními,4
dej mu pane světlo věčné,4
mu pane světlo věčné ať,4
pane světlo věčné ať mu,4
výsledky průzkumů mluví jasně my,4
průzkumů mluví jasně my liberálních,4
mluví jasně my liberálních voličů,4
jasně my liberálních voličů více,4
my liberálních voličů více koalici,4
liberálních voličů více koalici odebereme,4
voličů více koalici odebereme než,4
více koalici odebereme než přineseme,4
koalici odebereme než přineseme té,4
odebereme než přineseme té liberální,4
než přineseme té liberální menšině,4
rozesílání úkolů distanční výuka rozesílání,4
úkolů distanční výuka rozesílání úkolů,4
distanční výuka rozesílání úkolů distanční,4
úřednická vláda rusové mohou vyloučeni,3
nemyslím jeho zvolením vyloučena předvolební,3
jeho zvolením vyloučena předvolební spolupráce,3
zvolením vyloučena předvolební spolupráce demokratických,3
kdh hlavně rozhádala řeším jiném,3
hlavně rozhádala řeším jiném tweetu,3
františek halas déšť listopadu taková,3
halas déšť listopadu taková voda,3
bojujeme proti zapleveleni pravniho radu,3
proti zapleveleni pravniho radu boji,3
zapleveleni pravniho radu boji proti,3
pravniho radu boji proti domacimu,3
radu boji proti domacimu nasili,3
boji proti domacimu nasili iu,3
proti domacimu nasili iu nepotrebujeme,3
