Slovo,Podobnost
moravce,0.2161043882369995
partie,0.17835105955600739
stravování,0.1317361444234848
diskuze,0.09308735281229019
ministra,0.09292548149824142
daň,0.08172143995761871
stravenky,0.07510149478912354
řešení,0.04177870601415634
