Slovo,Podobnost
usnesení,0.22045385837554932
hodin,0.21814557909965515
žádný,0.19677111506462097
zelené,0.15283146500587463
sněmovny,0.1435818374156952
státu,0.09982644021511078
plyn,0.09542118012905121
rusofobního,0.0841524749994278
opravdu,0.06152107194066048
voliči,0.05346084386110306
vládu,0.05046730861067772
kč,0.02079927735030651
rusku,0.0018785505089908838
stovky,0.0010725269094109535
